term_str,n,p,i,h,n_chars,max_pos,stem_porter,stem_snowball,stem_lancaster
mini,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NNP,mini,mini,min
flex-600,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,flex-600,flex-600,flex-600
kv15,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,kv15,kv15,kv15
smart,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,smart,smart,smart
lab,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,lab,lab,lab
45kv200ma,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,CD,45kv200ma,45kv200ma,45kv200ma
cu-ka,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,cu-ka,cu-ka,cu-ka
a0154nm,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,a0154nm,a0154nm,a0154nm
quanta,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,quanta,quanta,quant
operating,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,oper,oper,op
637,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,637,637,637
technai,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,technai,technai,techna
t20,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,t20,t20,t20
operated,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBN,oper,oper,op
optical,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,JJ,optic,optic,opt
metalux-3,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,metalux-3,metalux-3,metalux-3
404,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,404,404,404
apparatus,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,apparatu,apparatus,apparat
sealed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,VBN,seal,seal,seal
quartz,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,quartz,quartz,quartz
run,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,VB,run,run,run
indexing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBG,index,index,index
extracted,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBN,extract,extract,extract
575c,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,575c,575c,575c
kelvin,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNP,kelvin,kelvin,kelvin
310,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,310,310,310
assumptions,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NNS,assumpt,assumpt,assum
corroborating,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,VBG,corrobor,corrobor,corrob
623,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,623,623,623
75c,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,75c,75c,75c
346k,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,346k,346k,346k
773k,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,773k,773k,773k
said,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,VBD,said,said,said
corroborates,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NNS,corrobor,corrobor,corrob
intercept,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,intercept,intercept,interceiv
phenomena,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,phenomena,phenomena,phenomen
923,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,923,923,923
725,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,725,725,725
l1z,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,l1z,l1z,l1z
367,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,367,367,367
assign,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,assign,assign,assign
quoted,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,VBN,quot,quot,quot
ballpark,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,ballpark,ballpark,ballpark
introduce,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,introduc,introduc,introduc
straight,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,straight,straight,straight
equations-,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,equations-,equations-,equations-
291,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,291,291,291
cr20,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,cr20,cr20,cr20
dspacings,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NNS,dspace,dspace,dspacings
matching,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBG,match,match,match
cr203,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,cr203,cr203,cr203
al03,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,al03,al03,al03
faceted,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBN,facet,facet,facet
highresolution,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,highresolut,highresolut,highresolv
disappearing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,VBG,disappear,disappear,disappear
interplanar,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,interplanar,interplanar,interplan
matches,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NNS,match,match,match
211,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,211,211,211
sections,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,section,section,sect
heterogeneity,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,heterogen,heterogen,heterog
incorporated,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,VBN,incorpor,incorpor,incorp
fractured,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBN,fractur,fractur,fract
signal,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,signal,signal,sign
50kmin,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,CD,50kmin,50kmin,50kmin
eventhough,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,IN,eventhough,eventhough,eventhough
absent,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,absent,absent,abs
unavailability,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,unavail,unavail,unavail
ex-situ,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,ex-situ,ex-situ,ex-situ
characterizations,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,17,NNS,character,character,charact
toluene,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,toluen,toluen,tolu
mirror,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,mirror,mirror,mir
221k,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,221k,221k,221k
opens,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NNS,open,open,op
opportunities,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NNS,opportun,opportun,opportun
2911,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,2911,2911,2911
selecting,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBG,select,select,select
surprising,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,surpris,surpris,surpr
dilutes,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NNS,dilut,dilut,dilut
vmnfe,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,vmnfe,vmnfe,vmnfe
vcrmnfe,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,vcrmnfe,vcrmnfe,vcrmnfe
395,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,395,395,395
308,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,308,308,308
397k,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,397k,397k,397k
vcromnfe,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,vcromnf,vcromnf,vcromnfe
surprisingly,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,RB,surprisingli,surpris,surpr
292,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,292,292,292
put,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,put,put,put
forward,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,RB,forward,forward,forward
drastically,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,RB,drastic,drastic,drast
offers,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,offer,offer,off
tune,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,tune,tune,tun
structural-magnetic,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,19,JJ,structural-magnet,structural-magnet,structural-magnetic
explaining,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBG,explain,explain,explain
recall,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,recal,recal,recal
elucidate,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,elucid,elucid,elucid
pth,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,pth,pth,pth
crmnfe-,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,crmnfe-,crmnfe-,crmnfe-
coni,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,coni,coni,con
crystallizes,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NNS,crystal,crystal,crystal
wellstudied,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,VBN,wellstudi,wellstudi,wellstudy
magnet,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,magnet,magnet,magnet
supported,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBN,support,support,support
presently,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,RB,present,present,pres
zpjjmmj,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,zpjjmmj,zpjjmmj,zpjjmmj
indices,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NNS,indic,indic,ind
dominating,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBG,domin,domin,domin
340,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,340,340,340
fe-fe,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,fe-f,fe-f,fe-f
co-co,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,co-co,co-co,co-co
co-mn,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,co-mn,co-mn,co-mn
cr-cr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,cr-cr,cr-cr,cr-cr
anti-parallel,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,JJ,anti-parallel,anti-parallel,anti-parallel
couplings,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NNS,coupl,coupl,coupl
fe-mn,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,fe-mn,fe-mn,fe-mn
weaker,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,weaker,weaker,weak
monte-carlo,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,monte-carlo,monte-carlo,monte-carlo
thermo-physical,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,JJ,thermo-phys,thermo-phys,thermo-physical
genesis,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,genesi,genesi,genes
rotation,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,rotat,rotat,rot
dissimilarities,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NNS,dissimilar,dissimilar,dissimil
microwaves,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NNS,microwav,microwav,microwav
dielectric,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,dielectr,dielectr,dielect
absorb,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,absorb,absorb,absorb
sic,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,sic,sic,sic
absorber,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,absorb,absorb,absorb
auxiliary,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,JJ,auxiliari,auxiliari,auxy
volumetric,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,volumetr,volumetr,volumet
saving,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,VBG,save,save,sav
1820,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,1820,1820,1820
aspect,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,aspect,aspect,aspect
upcoming,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBG,upcom,upcom,upcom
similitude,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,similitud,similitud,similitud
dissimilar,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,dissimilar,dissimilar,dissimil
akin,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NNP,akin,akin,akin
effort,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,effort,effort,effort
picture,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,pictur,pictur,pict
illusive,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,JJ,illus,illus,illud
temperature-time,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,NN,temperature-tim,temperature-tim,temperature-tim
calorimetry,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,calorimetri,calorimetri,calorimetry
retsch,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNP,retsch,retsch,retsch
viable,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,JJ,viabl,viabl,viabl
apart,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,RB,apart,apart,apart
opened,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,VBN,open,open,op
melt,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,melt,melt,melt
paradigm,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,paradigm,paradigm,paradigm
sudden,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,JJ,sudden,sudden,sud
upsurge,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,upsurg,upsurg,upsurg
inspection,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,inspect,inspect,inspect
cocrcufeni,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,cocrcufeni,cocrcufeni,cocrcufen
mohanty,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,mohanti,mohanti,mohanty
60h,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,60h,60h,60h
mentioning,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBG,mention,mention,ment
injection,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,inject,inject,inject
spinning,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBG,spin,spin,spin
restricted,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBN,restrict,restrict,restrict
prepare,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,prepar,prepar,prep
fabricate,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,fabric,fabric,fabr
inhomogeneous,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,JJ,inhomogen,inhomogen,inhomog
drawbacks,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NNS,drawback,drawback,drawback
1012,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,1012,1012,1012
solubility,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,solubl,solubl,solubl
pressing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBG,press,press,press
densification,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,densif,densif,dens
soaking,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBG,soak,soak,soak
045,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,045,045,045
nnealing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBG,nneal,nneal,nne
7731173,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,CD,7731173,7731173,7731173
5ni-02cocro2,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,JJ,5ni-02cocro2,5ni-02cocro2,5ni-02cocro2
cocrfenialosti,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,cocrfenialosti,cocrfenialosti,cocrfenialost
absence,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,absenc,absenc,abs
cocrfenitio5,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,cocrfenitio5,cocrfenitio5,cocrfenitio5
stabilize,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VB,stabil,stabil,stabl
instead,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,RB,instead,instead,instead
microporous,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,JJ,micropor,micropor,microp
microanalysis,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,microanalysi,microanalysi,microanalys
throughout,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,IN,throughout,throughout,throughout
cocrfeniaitiy,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,cocrfeniaitiy,cocrfeniaitiy,cocrfeniaitiy
ti-ni,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,ti-ni,ti-ni,ti-n
al-ni,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,JJ,al-ni,al-ni,al-ni
inferred,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBN,infer,infer,infer
al--,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,JJ,al--,al--,al--
ni-ti,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,ni-ti,ni-ti,ni-t
cocrfenitiy,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,cocrfenitiy,cocrfenitiy,cocrfenitiy
supposed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBN,suppos,suppos,suppos
compose,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,compos,compos,compos
618,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,618,618,618
7oohv,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,7oohv,7oohv,7oohv
430hv,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,430hv,430hv,430hv
441hv,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,441hv,441hv,441hv
differently,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,RB,differ,differ,diff
marked,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,mark,mark,mark
q10,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,q10,q10,q10
ete,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,ete,ete,et
specimen,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,specimen,specimen,specim
electric-current-activated,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,26,JJ,electric-current-activ,electric-current-activ,electric-current-activated
open-atmosphere,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,JJ,open-atmospher,open-atmospher,open-atmosphere
punches,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NNS,punch,punch,punch
foils,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NNS,foil,foil,foil
02mm,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,02mm,02mm,02mm
unloaded,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,JJ,unload,unload,unload
prevent,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,prevent,prevent,prev
body,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,bodi,bodi,body
bese,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,bese,bese,bes
xmu,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,xmu,xmu,xmu
container,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,contain,contain,contain
terminated,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBN,termin,termin,termin
joule,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,joul,joul,joul
as-preserved,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,JJ,as-preserv,as-preserv,as-preserved
dmax2200pc,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,dmax2200pc,dmax2200pc,dmax2200pc
10-80,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,JJ,10-80,10-80,10-80
cuka,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,cuka,cuka,cuk
tescan,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,tescan,tescan,tesc
maia3,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,maia3,maia3,maia3
5tig,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,5tig,5tig,5tig
ardness,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,ard,ard,ard
cocrfenial05ti,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,cocrfenial05ti,cocrfenial05ti,cocrfenial05ti
completed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBN,complet,complet,complet
5tio,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,5tio,5tio,5tio
cocrfenitig5,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,cocrfenitig5,cocrfenitig5,cocrfenitig5
cocrfeniaitio5,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,cocrfeniaitio5,cocrfeniaitio5,cocrfeniaitio5
hard-structured,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,JJ,hard-structur,hard-structur,hard-structur
contribute,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,contribut,contribut,contribut
stepanov,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,stepanov,stepanov,stepanov
cocrfemnnivx,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,cocrfemnnivx,cocrfemnnivx,cocrfemnnivx
35-37,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,JJ,35-37,35-37,35-37
raising,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBG,rais,rais,rais
superiority,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,superior,superior,supery
753hv,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,753hv,753hv,753hv
continue,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,continu,continu,continu
componentalloy,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,componentalloy,componentalloy,componentalloy
history,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,histori,histori,hist
april,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NNP,april,april,april
stimulate,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,stimul,stimul,stim
ideals,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,ideal,ideal,id
interests,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NNS,interest,interest,interest
irradiation,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,irradi,irradi,irrady
8-10,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,JJ,8-10,8-10,8-10
cocrfenials,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,cocrfeni,cocrfeni,cocrf
673h,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,673h,673h,673h
margin,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,margin,margin,margin
presents,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,present,present,pres
dominated,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBN,domin,domin,domin
ctig,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,ctig,ctig,ctig
occurring,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBG,occur,occur,occur
solition,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,solit,solit,solit
structured,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBN,structur,structur,structured
bbc2,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,bbc2,bbc2,bbc2
nialo,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,nialo,nialo,nialo
fenialo5ti,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,fenialo5ti,fenialo5ti,fenialo5ti
post-sinter,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,post-sint,post-sint,post-sinter
outlines,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,outlin,outlin,outlin
916,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,916,916,916
cocrfenialo5tios,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,NNS,cocrfenialo5tio,cocrfenialo5tio,cocrfenialo5tios
dispersion,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,dispers,dispers,dispers
facilitates,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NNS,facilit,facilit,facilit
cocrfenialsti,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,cocrfenialsti,cocrfenialsti,cocrfenialst
richest,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,richest,richest,richest
ligth,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,ligth,ligth,lig
