term_str,n,p,i,h,n_chars,max_pos,stem_porter,stem_snowball,stem_lancaster,df,idf,tfidf_mean,tfidf_max,dfidf
caused,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,6,VBN,caus,caus,caus,9,1.5328958660378615,0.012805962233077079,0.0201696824478666,13.796062794340754
adding,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,6,VBG,ad,ad,ad,9,1.5328958660378615,0.016007391829526166,0.03738770404970394,13.796062794340754
diameter,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,8,NN,diamet,diamet,diamet,8,1.584048388485243,0.015453270437666446,0.025968006368610543,12.672387107881944
scale,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,5,NN,scale,scale,scal,8,1.584048388485243,0.013930722376880292,0.03911230588852452,12.672387107881944
reduction,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,9,NN,reduct,reduct,reduc,8,1.584048388485243,0.0190320041895993,0.03300100809344256,12.672387107881944
generally,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,9,RB,gener,general,gen,8,1.584048388485243,0.017947576257348268,0.03370315720181368,12.672387107881944
nearly,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,6,RB,nearli,near,near,9,1.5328958660378615,0.01940189613402889,0.049448253743156825,13.796062794340754
far,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,3,RB,far,far,far,9,1.5328958660378615,0.009605696178618681,0.017223549056605187,13.796062794340754
randomly,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,8,RB,randomli,random,random,9,1.5328958660378615,0.013543386314308918,0.026892909930488797,13.796062794340754
associated,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,10,VBN,associ,associ,assocy,8,1.584048388485243,0.018937822875095184,0.04658965848486009,12.672387107881944
assess,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,6,NN,assess,assess,assess,8,1.584048388485243,0.0221957478005002,0.04400134412459008,12.672387107881944
finally,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,7,RB,final,final,fin,8,1.584048388485243,0.020606060789879647,0.051098335112427194,12.672387107881944
consider,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,8,VB,consid,consid,consid,8,1.584048388485243,0.022119469304358846,0.08337096781501278,12.672387107881944
quite,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,5,RB,quit,quit,quit,9,1.5328958660378615,0.014299907606619882,0.024724126871578413,13.796062794340754
black,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,5,JJ,black,black,black,9,1.5328958660378615,0.019293548417360973,0.039305022206099015,13.796062794340754
way,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,3,NN,way,way,way,9,1.5328958660378615,0.016674057021078145,0.035648741070647944,13.796062794340754
made,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,4,VBN,made,made,mad,8,1.584048388485243,0.0163916006365727,0.03232751813235189,12.672387107881944
cannot,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,6,NN,cannot,cannot,cannot,9,1.5328958660378615,0.020505728099699305,0.09580599162736635,13.796062794340754
desired,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,7,VBN,desir,desir,desir,9,1.5328958660378615,0.014363082856172854,0.0259812858650485,13.796062794340754
concept,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,7,NN,concept,concept,conceiv,9,1.5328958660378615,0.01574330268470789,0.036497520619949084,13.796062794340754
plastic,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,7,NN,plastic,plastic,plast,9,1.5328958660378615,0.011235692531455723,0.023951497906841587,13.796062794340754
moreover,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,8,RB,moreov,moreov,moreov,8,1.584048388485243,0.012544584139772458,0.02295722302152526,12.672387107881944
necessary,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,9,JJ,necessari,necessari,necess,9,1.5328958660378615,0.02068775764831431,0.0312835891028135,13.796062794340754
accuracy,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,8,NN,accuraci,accuraci,acc,9,1.5328958660378615,0.02230063221179638,0.061315834641514466,13.796062794340754
radiation,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,9,NN,radiat,radiat,rady,8,1.584048388485243,0.018923259398827535,0.03232751813235189,12.672387107881944
investigate,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,11,NN,investig,investig,investig,9,1.5328958660378615,0.022443530461978407,0.07299504123989817,13.796062794340754
quantities,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,10,NNS,quantiti,quantiti,quant,8,1.584048388485243,0.014614681949853395,0.03370315720181368,12.672387107881944
demonstrated,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,12,VBN,demonstr,demonstr,demonst,9,1.5328958660378615,0.028020213659875906,0.08516088144654786,13.796062794340754
images,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,6,NNS,imag,imag,im,9,1.5328958660378615,0.013008990279614246,0.030056781687016892,13.796062794340754
thermally,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,9,RB,thermal,thermal,therm,8,1.584048388485243,0.024339692964149725,0.04800146631773464,12.672387107881944
known,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,5,VBN,known,known,known,9,1.5328958660378615,0.01632625176085652,0.04790299581368317,13.796062794340754
much,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,4,JJ,much,much,much,9,1.5328958660378615,0.009286643012488424,0.014599008247979635,13.796062794340754
ball,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,4,NN,ball,ball,bal,8,1.584048388485243,0.02897305848732968,0.1056032258990162,12.672387107881944
information,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,11,NN,inform,inform,inform,9,1.5328958660378615,0.017838590773051177,0.054746280929923626,13.796062794340754
electrochemical,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,15,JJ,electrochem,electrochem,electrochem,8,1.584048388485243,0.017272326642196967,0.02988770544311779,12.672387107881944
short,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,5,JJ,short,short,short,8,1.584048388485243,0.04198298650106302,0.09317931696972018,12.672387107881944
place,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,5,NN,place,place,plac,8,1.584048388485243,0.01358857563614465,0.03105977232324006,12.672387107881944
taking,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,6,VBG,take,take,tak,8,1.584048388485243,0.018610177627181267,0.06600201618688512,12.672387107881944
provide,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,7,NN,provid,provid,provid,8,1.584048388485243,0.03603362715752929,0.1440043989532039,12.672387107881944
common,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,6,JJ,common,common,common,8,1.584048388485243,0.023672108140682636,0.06600201618688512,12.672387107881944
testing,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,7,VBG,test,test,test,8,1.584048388485243,0.017441290003177568,0.03300100809344256,12.672387107881944
crystalline,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,11,NN,crystallin,crystallin,crystallin,8,1.584048388485243,0.019150704100647155,0.03771543782107721,12.672387107881944
listed,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,6,VBN,list,list,list,8,1.584048388485243,0.01813024929978601,0.03105977232324006,12.672387107881944
dsc,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,3,NN,dsc,dsc,dsc,8,1.584048388485243,0.028144576237260403,0.08800268824918016,12.672387107881944
region,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,6,NN,region,region,reg,8,1.584048388485243,0.01453694460631179,0.021406059303854637,12.672387107881944
provides,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,8,VBZ,provid,provid,provid,8,1.584048388485243,0.022237359212177725,0.07543087564215442,12.672387107881944
subsequent,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,10,NN,subsequ,subsequ,subsequ,8,1.584048388485243,0.021698141197356118,0.05462235822362907,12.672387107881944
full,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,4,JJ,full,full,ful,8,1.584048388485243,0.012673786710129434,0.02295722302152526,12.672387107881944
details,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,7,NNS,detail,detail,detail,8,1.584048388485243,0.016122233303751107,0.025968006368610543,12.672387107881944
make,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,4,VB,make,make,mak,8,1.584048388485243,0.013928428381328609,0.017407125148189484,12.672387107881944
activated,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,9,VBN,activ,activ,act,8,1.584048388485243,0.033522084299899106,0.08800268824918016,12.672387107881944
useful,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,6,JJ,use,use,us,8,1.584048388485243,0.02021501627421612,0.04800146631773464,12.672387107881944
vickers,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,7,NNS,vicker,vicker,vick,8,1.584048388485243,0.020333770111315642,0.04061662534577546,12.672387107881944
added,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,5,VBD,ad,ad,ad,8,1.584048388485243,0.009676870596508106,0.01685157860090684,12.672387107881944
microstructural,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,15,JJ,microstructur,microstructur,microstruct,8,1.584048388485243,0.012606856877456997,0.01955615294426226,12.672387107881944
hard,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,4,JJ,hard,hard,hard,8,1.584048388485243,0.016634902570389368,0.03370315720181368,12.672387107881944
overall,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,7,JJ,overal,overal,overal,8,1.584048388485243,0.02733792439997468,0.08337096781501278,12.672387107881944
previously,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,10,RB,previous,previous,prevy,8,1.584048388485243,0.0161644811727871,0.03771543782107721,12.672387107881944
suggested,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,9,VBN,suggest,suggest,suggest,8,1.584048388485243,0.028178950105030978,0.1056032258990162,12.672387107881944
combined,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,8,VBN,combin,combin,combin,8,1.584048388485243,0.015526482784540052,0.04400134412459008,12.672387107881944
disorder,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,8,NN,disord,disord,disord,8,1.584048388485243,0.01717679668742686,0.02779032260500426,12.672387107881944
gives,8,0.0002907927737995711,11.747720960818267,0.0034161523640197063,5,VBZ,give,give,giv,8,1.584048388485243,0.013454186901653616,0.025549167556213597,12.672387107881944
